"2017-07-02 02:48:44","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4] It is a champion of Muslims in Assam.[5]


"
"2016-12-14 03:09:51","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4] It is a champion of Muslims in Assam.[5]


"
"2016-12-01 12:06:13","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4] It is a champion of Muslims in Assam.[5]


"
"2016-10-11 19:37:00","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4] It is a champion of Muslims in Assam.[5]


The parties election symbol is a lock and key, and its flag is composed of tri-colored horizontal stripes of green, white and black with the symbol in the center.
"
"2016-07-30 06:48:08","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4] It is a champion of Muslims in Assam.[5]


The parties election symbol is a lock and key, and its flag is composed of tri-colored horizontal stripes of green, white and black with the symbol in the center.
"
"2016-07-30 06:45:56","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4] It is a champion of Muslims in Assam.[5]


The parties election symbol is a lock and key, and its flag is composed of tri-colored horizontal stripes of green, white and black with the symbol in the center.
"
"2016-05-19 15:29:02","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4] It is a champion of Muslims in Assam.[5]


The parties election symbol is a lock and key, and its flag is composed of tri-colored horizontal stripes of green, white and black with the symbol in the center.
"
"2016-05-07 04:55:14","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4] It is a champion of Muslims in Assam.[5]


The parties election symbol is a lock and key, and its flag is composed of tri-colored horizontal stripes of green, white and black with the symbol in the center.
"
"2016-04-28 07:50:16","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4]


The parties election symbol is a lock and key, and its flag is composed of tri-colored horizontal stripes of green, white and black with the symbol in the center.
"
"2016-04-12 14:16:25","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4]


The parties election symbol is a lock and key, and its flag is composed of tri-colored horizontal stripes of green, white and black with the symbol in the center.
"
"2016-04-09 02:37:58","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4]


The parties election symbol is a lock and key, and its flag is composed of tri-colored horizontal stripes of green, white and black with the symbol in the center.
"
"2016-04-09 02:37:02","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4]


The parties election symbol is a lock and key, and its flag is composed of tri-colored horizontal stripes of green, white and black with the symbol in the center.
"
"2016-04-06 03:39:11","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4]


The parties election symbol is a lock and key, and its flag is composed of tri-colored horizontal stripes of green, white and black with the symbol in the center.
"
"2016-03-21 06:28:52","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4]


The parties election symbol is a lock and key, and its flag is composed of tri-colored horizontal stripes of green, white and black with the symbol in the center.
"
"2016-03-09 13:47:17","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4]


The parties election symbol is a lock and key, and its flag is composed of tri-colored horizontal stripes of green, white and black with the symbol in the center.
"
"2015-12-29 06:17:33","The All India United Democratic Front (also known as AIUDF and Sarva Bharatiya Sanyukt Ganatantric Morcha) is a political party in the India that originated in the north-eastern state of Assam. It is led by Maulana Badruddin Ajmal, who established the party in October 2005 as a state party, then known as Assam United Democratic Front (AUDF). It was relaunched as a national party under its current name at a press meet in New Delhi on 2nd Feb 2009. The party's headquarter is in Guwahati.[2][3]
The AIUDF is the principal opposition party in Assam. It won 18 of 126 seats in the 2011 Legislative Assembly election. [4]


The parties election symbol is a lock and key, and its flag is composed of tri-colored horizontal stripes of green, white and black with the symbol in the center.
"
